,Powierzchnia,Piętro,room_count,lat,lng,Ludnosc,age,balkon,taras,Winda,Miejsce_parkingowe,Materiał_budynku,Stan_wykończenia,Rodzaj_zabudowy,price
8949,51.0,2.0,2.0,53.4837486,18.753565,79063.0,19.0,0.0,0.0,0,1,0,0,0,1400.0
8950,94.0,3.0,3.0,52.2266544,21.0360097,90327.38888888888,19.0,1.0,0.0,0,0,1,0,1,8000.0
8951,40.0,5.0,2.0,51.115085,17.0266004,115516.8,2.0,0.0,1.0,1,1,1,1,0,5500.0
8952,90.4,1.0,3.0,53.4837486,18.753565,79063.0,18.0,0.0,0.0,0,1,1,1,1,2900.0
8953,55.86,0.0,3.0,50.2988339,16.8771391,7340.45,14.0,0.0,0.0,0,1,1,0,0,1800.0
8954,66.0,5.0,2.0,51.120685,17.0278604,115516.8,6.0,1.0,0.0,1,1,0,1,0,7000.0
8956,47.0,2.0,1.0,52.6483303,19.0677357,98487.0,19.0,1.0,0.0,0,1,1,0,0,1800.0
8957,44.4,0.0,1.0,50.2671984,19.0392221,261379.0,15.0,0.0,0.0,0,1,1,1,1,359.64
8958,29.0,2.0,1.0,53.4826965,18.7610288,79063.0,19.0,0.0,0.0,0,1,0,1,0,950.0
8960,85.0,2.0,3.0,52.6483303,19.0677357,98487.0,17.0,1.0,0.0,1,1,0,0,0,2900.0
8961,32.0,3.0,1.0,52.6483303,19.0677357,98487.0,19.0,0.0,0.0,1,0,1,1,1,2000.0
8962,46.0,3.0,2.0,51.7953802,19.4496011,120202.8,2.0,0.0,0.0,0,0,1,0,1,1886.0
8963,33.0,10.0,2.0,52.64031,19.1072783,98487.0,18.0,0.0,0.0,1,1,1,1,1,1200.0
8964,40.0,1.0,2.0,52.6483303,19.0677357,98487.0,18.0,1.0,0.0,0,1,1,1,0,1400.0
8965,48.0,7.0,2.0,52.1873064,20.992825,90327.38888888888,5.0,1.0,0.0,1,0,0,0,0,3200.0
8966,93.0,4.0,4.0,52.2111237,20.9767819,90327.38888888888,18.0,0.0,0.0,0,1,1,1,1,5000.0
8967,33.0,2.0,2.0,53.4837486,18.753565,79063.0,19.0,0.0,0.0,0,1,0,0,0,990.0
8968,83.0,2.0,4.0,52.2111237,20.9767819,90327.38888888888,18.0,0.0,0.0,0,1,1,1,1,5000.0
8970,52.3,2.0,2.0,52.5303814,17.5432029,9925.5,1.0,1.0,0.0,1,1,0,0,0,1700.0
8971,35.25,1.0,1.0,50.3027136,18.9355293,93189.0,16.0,0.0,0.0,0,1,1,1,1,253.8
8972,31.2,2.0,1.0,50.2506546,19.1313958,67824.0,17.0,0.0,0.0,0,1,1,1,1,252.72
8973,31.0,2.0,1.0,51.2464536,22.5684463,314208.0,19.0,1.0,0.0,0,1,1,1,0,2650.0
8975,44.0,0.0,2.0,53.122014,23.1599673,268143.0,21.0,0.0,0.0,0,1,1,0,1,1400.0
8976,44.0,1.0,2.0,50.0864412,20.0180035,141070.0,16.0,0.0,0.0,0,0,1,1,0,1900.0
8977,70.0,2.0,3.0,52.2762127,20.9142509,90327.38888888888,23.0,1.0,0.0,0,1,1,0,0,3500.0
8978,36.0,1.0,2.0,54.5707832,18.3878224,20636.5,2.0,1.0,0.0,0,0,1,0,0,2000.0
8981,38.0,3.0,2.0,52.8790493,18.7948147,5256.421052631579,43.0,1.0,0.0,0,1,0,0,1,1400.0
8982,67.0,2.0,3.0,52.2247789,21.0628535,90327.38888888888,14.0,1.0,0.0,0,0,1,0,1,6900.0
8983,73.0,1.0,4.0,51.7578283,19.4115513,120202.8,49.0,1.0,0.0,0,1,0,0,1,2500.0
8986,39.0,2.0,1.0,51.2070067,16.1553231,88421.0,3.0,0.0,0.0,1,1,1,0,1,1800.0
8987,48.0,2.0,2.0,53.420071,14.5859245,347786.0,6.0,1.0,0.0,0,1,0,0,0,3400.0
8988,57.0,4.0,3.0,50.468646,20.7140043,5301.307692307692,45.0,1.0,0.0,0,1,1,0,1,1500.0
8989,48.5,3.0,2.0,54.409207,18.596603,420796.0,16.0,1.0,0.0,0,0,1,1,1,3900.0
8990,45.0,1.0,2.0,50.6238852,16.8614375,5093.083333333333,15.0,0.0,0.0,0,1,0,1,0,1000.0
8991,86.0,1.0,3.0,50.0710629,19.9171877,141070.0,63.0,1.0,0.0,0,1,0,0,0,4000.0
8992,80.0,0.0,2.0,52.42167060000001,16.907431,93138.2,13.0,0.0,0.0,0,1,1,1,1,4500.0
8993,45.0,3.0,3.0,50.2623943,19.2644874,180262.0,15.0,1.0,0.0,0,1,1,0,0,1400.0
8994,33.3,1.0,2.0,52.1814278,20.8284122,22394.0,15.0,1.0,0.0,1,1,0,0,0,2000.0
8996,60.0,3.0,3.0,50.3139842,18.5988882,160308.0,2.0,1.0,0.0,1,1,1,0,0,3200.0
8997,25.8,4.0,1.0,53.433884,14.5506848,347786.0,2.0,0.0,0.0,0,1,0,0,0,2000.0
8998,54.0,1.0,2.0,50.8575475,16.3213376,12683.64705882353,14.0,1.0,0.0,0,1,1,0,1,2000.0
8999,50.0,2.0,2.0,50.35108719999999,18.618376,160308.0,15.0,1.0,0.0,0,1,1,0,0,1500.0
9000,29.0,4.0,2.0,53.4308992,14.4540345,12485.833333333334,1.0,1.0,0.0,1,0,0,0,0,1600.0
9001,103.58,8.0,4.0,50.0605443,19.9417183,141070.0,15.0,1.0,0.0,1,1,0,1,0,4143.0
9002,25.5,4.0,1.0,53.433884,14.5506848,347786.0,2.0,0.0,0.0,0,1,0,0,0,2000.0
9003,95.0,1.0,3.0,50.0441617,19.9376191,141070.0,15.0,1.0,0.0,1,0,1,0,0,6000.0
9004,33.0,2.0,1.0,52.642602,19.0398177,98487.0,19.0,1.0,0.0,0,1,1,1,0,1750.0
9005,104.12,8.0,4.0,50.0605443,19.9417183,141070.0,15.0,1.0,0.0,1,1,0,1,0,4165.0
9006,59.0,10.0,2.0,52.257769,20.9945254,90327.38888888888,18.0,0.0,0.0,1,1,0,0,0,3050.0
9007,38.0,0.0,2.0,52.550669,19.6729155,110379.0,13.0,1.0,0.0,1,1,0,0,0,2600.0
9008,65.0,4.0,2.0,52.28859,21.0831137,90327.38888888888,15.0,1.0,0.0,1,0,0,0,0,3300.0
9009,42.0,1.0,2.0,53.1319913,23.1419493,268143.0,59.0,1.0,0.0,0,1,0,1,0,1600.0
9010,123.0,3.0,4.0,51.7615402,19.4580347,120202.8,16.0,1.0,0.0,0,1,0,0,0,2100.0
9012,18.0,0.0,1.0,49.8155115,19.0705718,156307.0,23.0,0.0,1.0,0,1,0,0,0,1150.0
9013,120.0,2.0,4.0,50.7308605,16.6567892,10361.222222222224,14.0,1.0,0.0,0,1,0,1,0,3100.0
9014,45.08,3.0,2.0,54.4655271,17.0330881,80626.0,18.0,1.0,0.0,0,1,1,1,0,1900.0
9015,30.0,2.0,1.0,50.0411867,21.9991196,185662.0,2.0,1.0,0.0,1,1,1,1,0,2300.0
9016,40.0,2.0,2.0,52.1615718,21.0712905,90327.38888888888,7.0,1.0,0.0,1,0,1,0,0,3200.0
9017,50.0,0.0,2.0,52.2302091,21.0113922,90327.38888888888,20.0,0.0,0.0,0,1,0,1,0,4000.0
9019,80.0,3.0,3.0,52.2296756,21.0122287,90327.38888888888,19.0,1.0,0.0,1,0,1,0,0,6500.0
9022,75.0,2.0,3.0,51.2070067,16.1553231,88421.0,2.0,0.0,0.0,1,0,1,0,0,4300.0
9023,96.0,1.0,3.0,52.2059005,20.9960634,90327.38888888888,19.0,1.0,0.0,1,0,0,0,0,6400.0
9025,61.0,3.0,3.0,52.67429,18.33159,11378.307692307691,36.0,0.0,0.0,0,1,0,1,0,900.0
9027,49.6,2.0,3.0,52.1951226,20.8837885,90327.38888888888,15.0,1.0,0.0,1,1,0,0,0,2900.0
9028,40.0,1.0,1.0,52.1372518,20.8996551,22394.0,19.0,0.0,0.0,1,0,0,0,0,2500.0
9030,53.64,2.0,3.0,50.8219655,19.0891444,200317.0,2.0,0.0,1.0,1,0,0,1,0,2800.0
9031,38.0,1.0,2.0,50.0527801,19.9405377,141070.0,2.0,0.0,1.0,1,0,0,0,0,3800.0
9032,35.0,2.0,1.0,53.4837486,18.753565,79063.0,19.0,0.0,0.0,0,1,1,1,1,600.0
9033,55.0,2.0,2.0,50.8101229,19.1112341,200317.0,15.0,1.0,0.0,0,1,0,1,0,2200.0
9034,45.0,1.0,2.0,54.46414799999999,17.0284824,80626.0,2.0,1.0,0.0,1,0,0,0,0,2100.0
9035,75.0,1.0,3.0,52.1860735,21.0647583,90327.38888888888,18.0,1.0,0.0,1,0,0,0,0,4300.0
9036,75.0,1.0,3.0,52.1860735,21.0647583,90327.38888888888,18.0,1.0,0.0,1,0,0,0,0,4300.0
9037,27.2,0.0,1.0,49.9882353,18.6204958,80334.0,16.0,0.0,0.0,0,1,1,1,0,1500.0
9038,83.0,1.0,3.0,52.21735340000001,20.9780522,90327.38888888888,19.0,1.0,0.0,0,0,0,0,0,4900.0
9040,103.0,3.0,3.0,51.4087401,19.6935338,67607.0,5.0,0.0,0.0,0,0,0,0,1,3900.0
9042,50.6,2.0,2.0,51.7434652,19.5662334,120202.8,35.0,1.0,0.0,0,1,0,0,0,1900.0
9044,40.0,5.0,2.0,52.406374,16.9251681,93138.2,2.0,0.0,0.0,0,1,1,1,1,2500.0
9045,76.0,4.0,3.0,51.1389665,17.0492602,115516.8,14.0,1.0,0.0,1,1,1,0,0,3000.0
9046,29.0,0.0,1.0,53.4837486,18.753565,79063.0,19.0,0.0,0.0,0,1,1,1,1,650.0
9047,57.0,2.0,2.0,50.0710629,19.9171877,141070.0,13.0,0.0,0.0,1,0,1,0,0,2700.0
9048,35.0,0.0,2.0,50.3249278,18.7857186,148281.0,15.0,0.0,0.0,0,1,1,1,1,1200.0
9049,100.0,2.0,4.0,50.0673945,19.9545319,141070.0,15.0,1.0,0.0,0,1,0,0,0,4100.0
9050,36.0,2.0,2.0,53.4837486,18.753565,79063.0,19.0,0.0,0.0,0,1,1,1,1,650.0
9051,48.0,3.0,3.0,53.4837486,18.753565,79063.0,18.0,0.0,0.0,0,1,1,1,1,1200.0
9052,60.0,2.0,3.0,50.2989874,18.7800543,148281.0,15.0,1.0,0.0,1,1,1,0,0,3500.0
9053,55.0,3.0,2.0,52.2230334,18.2510729,67320.0,17.0,1.0,0.0,1,1,1,0,0,2400.0
9054,58.0,3.0,2.0,52.2397633,21.0869276,90327.38888888888,20.0,0.0,0.0,0,1,1,1,1,2500.0
9055,102.8,2.0,3.0,52.4080847,16.9214076,93138.2,15.0,1.0,0.0,0,1,0,0,0,3500.0
9056,30.5,2.0,1.0,50.0675399,19.9031705,141070.0,2.0,1.0,0.0,1,0,1,0,0,2400.0
9057,40.0,2.0,2.0,53.4837486,18.753565,79063.0,19.0,0.0,0.0,0,1,1,1,1,600.0
9058,65.65,1.0,2.0,52.2296756,21.0122287,90327.38888888888,3.0,0.0,0.0,1,1,1,0,0,7500.0
9059,109.0,1.0,3.0,52.194157,21.0346955,90327.38888888888,19.0,0.0,0.0,1,0,1,0,0,8000.0
9060,39.0,1.0,1.0,50.8656504,20.6341673,7433.5,19.0,1.0,0.0,0,1,1,1,0,1100.0
9061,83.0,1.0,3.0,52.186962,21.021859,90327.38888888888,19.0,0.0,0.0,0,1,1,1,0,4900.0
9062,35.0,2.0,2.0,50.2748517,18.9732543,261379.0,14.0,1.0,0.0,1,1,0,0,0,2600.0
9064,60.0,1.0,2.0,51.66358520000001,16.0846672,13856.5,43.0,0.0,0.0,0,1,1,1,0,1450.0
9065,34.2,4.0,2.0,50.0450463,22.0027963,185662.0,63.0,0.0,0.0,0,1,1,0,0,1300.0
9066,32.0,1.0,2.0,53.4837486,18.753565,79063.0,19.0,0.0,0.0,0,1,1,1,1,500.0
9067,45.0,1.0,3.0,53.145592,17.9788047,301909.0,15.0,1.0,0.0,0,1,0,0,0,3000.0
9068,66.0,5.0,2.0,51.0927769,16.9812606,115516.8,14.0,1.0,0.0,1,0,1,0,0,4000.0
9069,25.0,2.0,1.0,53.4285438,14.5528116,347786.0,13.0,0.0,0.0,0,1,1,0,1,1600.0
9070,86.0,0.0,4.0,52.2356672,21.0305675,90327.38888888888,18.0,0.0,0.0,0,1,0,0,0,7000.0
9071,49.0,1.0,2.0,52.4093634,16.9317991,93138.2,8.0,1.0,0.0,1,0,1,0,0,2800.0
9072,47.0,2.0,3.0,50.0661287,21.600194,10615.857142857143,6.0,1.0,0.0,0,1,0,1,0,1600.0
9073,53.0,0.0,3.0,52.3907291,16.895713,93138.2,15.0,0.0,0.0,0,1,0,0,1,2000.0
9074,73.0,2.0,3.0,52.194157,21.0346955,90327.38888888888,5.0,1.0,0.0,1,1,1,0,0,5500.0
9075,69.95,3.0,3.0,51.2284076,22.5141075,314208.0,22.0,1.0,0.0,0,0,1,0,0,2500.0
9076,38.0,3.0,1.0,52.2385765,20.9880887,90327.38888888888,2.0,0.0,0.0,0,1,1,0,1,3990.0
9077,39.0,1.0,1.0,50.8656504,20.6341673,7433.5,63.0,0.0,0.0,0,0,0,0,0,1100.0
9078,140.0,1.0,4.0,50.3724374,19.2719913,110028.0,33.0,0.0,0.0,0,1,0,0,0,5000.0
9079,45.0,2.0,2.0,50.0241407,19.9319974,141070.0,16.0,1.0,0.0,1,1,1,1,0,3000.0
9081,90.0,2.0,2.0,51.56695999999999,15.53798,6123.083333333333,14.0,0.0,0.0,0,1,0,0,1,1800.0
9082,94.0,0.0,4.0,50.0563516,19.9170371,141070.0,15.0,0.0,1.0,0,1,1,0,0,6900.0
9083,60.0,1.0,2.0,54.1115218,22.9307881,66430.0,23.0,0.0,0.0,0,1,0,0,0,1400.0
9084,27.1,5.0,1.0,54.3537435,18.6541033,420796.0,17.0,0.0,0.0,0,0,1,0,0,2100.0
9085,92.0,1.0,3.0,51.76727990000001,18.0853462,91022.0,16.0,0.0,0.0,1,1,1,0,0,2850.0
9086,26.0,1.0,1.0,50.0605443,19.9417183,141070.0,17.0,0.0,0.0,1,1,1,0,0,2400.0
9089,45.0,2.0,1.0,52.2059005,20.9960634,90327.38888888888,17.0,0.0,0.0,1,1,0,0,0,2700.0
9090,43.0,1.0,2.0,50.0151888,22.003905,185662.0,5.0,1.0,0.0,1,1,1,1,0,2000.0
9092,51.0,0.0,3.0,50.0744903,19.916083,141070.0,63.0,1.0,0.0,0,0,0,0,0,2200.0
9093,52.0,1.0,2.0,49.8756791,19.2233842,11309.384615384615,16.0,1.0,0.0,0,1,0,0,0,1700.0
9094,50.0,1.0,2.0,51.7584435,18.0549374,91022.0,16.0,1.0,0.0,0,1,0,1,0,1500.0
9095,38.79,2.0,2.0,52.96400999999999,14.42781,5118.666666666667,15.0,1.0,0.0,0,1,1,1,0,900.0
9096,40.72,0.0,1.0,50.2590767,18.9852943,261379.0,15.0,0.0,0.0,0,1,1,1,1,305.4
9097,55.0,1.0,2.0,52.1508271,21.048723,90327.38888888888,22.0,0.0,0.0,1,1,0,0,0,2550.0
9098,66.0,0.0,2.0,50.0617388,19.8486621,141070.0,4.0,1.0,1.0,1,0,1,0,0,5500.0
9099,48.05,2.0,2.0,51.7673011,19.4777289,120202.8,11.0,0.0,0.0,1,0,0,0,0,2900.0
9100,74.0,4.0,4.0,51.9356214,15.5061862,129420.0,13.0,1.0,0.0,0,1,1,1,0,1400.0
9101,71.85,2.0,2.0,50.2863036,18.9514784,93189.0,16.0,0.0,0.0,0,1,1,1,0,855.0
9102,50.0,5.0,3.0,50.0543167,19.9632488,141070.0,4.0,0.0,0.0,1,1,1,0,0,3500.0
9103,43.0,7.0,2.0,53.0137902,18.5984437,175852.0,17.0,1.0,0.0,1,0,0,1,0,1700.0
9104,41.6,2.0,1.0,50.2863036,18.9514784,93189.0,16.0,0.0,0.0,0,1,1,1,0,525.0
9105,41.05,0.0,1.0,50.2590767,18.9852943,261379.0,15.0,0.0,0.0,0,1,1,1,1,307.88
9106,39.0,3.0,2.0,50.0773182,19.953154,141070.0,3.0,0.0,0.0,1,0,1,0,0,2800.0
9107,43.58,1.0,2.0,50.6826508,17.955104,116309.0,3.0,1.0,0.0,1,0,1,1,0,2350.0
9108,86.0,1.0,4.0,53.12348040000001,18.0084378,301909.0,14.0,1.0,0.0,1,0,0,0,0,4500.0
9109,32.0,2.0,2.0,50.26489189999999,19.0237815,261379.0,14.0,1.0,0.0,0,1,0,0,0,1750.0
9110,30.0,2.0,2.0,53.7309754,22.7049936,5695.0,23.0,0.0,0.0,0,1,1,1,0,800.0
9111,22.0,3.0,1.0,50.0083105,20.9834093,101216.0,18.0,0.0,0.0,0,1,1,0,0,1000.0
9112,50.0,0.0,2.0,53.4417972,14.4833751,347786.0,12.0,0.0,0.0,0,0,1,0,0,2400.0
9113,100.0,1.0,3.0,52.5928523,21.458395,10428.857142857143,3.0,0.0,0.0,0,1,1,0,0,3000.0
9114,38.0,0.0,2.0,50.8219655,19.0891444,200317.0,2.0,0.0,1.0,1,0,0,1,0,2100.0
9115,64.0,1.0,3.0,53.4330206,14.5483543,347786.0,12.0,0.0,0.0,0,1,0,0,1,2500.0
9116,70.0,-1.0,3.0,50.0469415,19.9242239,141070.0,15.0,1.0,0.0,0,1,0,1,0,3700.0
9117,65.0,1.0,2.0,49.6912999,19.1823983,9890.4,27.0,0.0,0.0,0,0,1,0,0,2500.0
9118,46.7,0.0,2.0,51.7755059,19.4621308,120202.8,13.0,0.0,1.0,0,1,0,0,0,2000.0
9119,65.0,0.0,2.0,53.131779,18.042681,301909.0,53.0,0.0,0.0,0,0,1,0,1,1650.0
9120,110.0,2.0,3.0,52.2402358,20.9997737,90327.38888888888,23.0,1.0,0.0,1,0,1,0,0,6000.0
9121,60.0,5.0,3.0,52.2888865,21.0248691,90327.38888888888,8.0,0.0,0.0,1,0,1,0,0,3600.0
9123,46.0,1.0,2.0,50.6698617,18.6826149,8144.777777777777,17.0,0.0,0.0,0,1,1,0,0,1300.0
9124,85.05,1.0,4.0,54.3442279,18.6472457,420796.0,3.0,0.0,0.0,1,0,0,1,0,6400.0
9125,100.0,5.0,3.0,51.0785518,17.0531945,115516.8,13.0,1.0,0.0,1,0,1,0,0,4500.0
9126,45.0,1.0,1.0,50.66873529999999,18.6846192,8144.777777777777,17.0,0.0,0.0,0,1,0,0,0,1200.0
9127,63.0,5.0,3.0,54.1844373,19.4498,107129.0,2.0,1.0,0.0,1,0,1,0,0,3500.0
9128,110.0,2.0,3.0,52.2168695,21.0167695,90327.38888888888,14.0,1.0,0.0,1,0,0,0,0,7000.0
9129,61.0,1.0,2.0,50.7852076,16.0237177,8136.2,14.0,0.0,0.0,0,1,1,0,0,450.0
9130,28.0,0.0,1.0,52.37771859999999,16.9170698,93138.2,33.0,1.0,0.0,0,1,0,0,0,1700.0
9131,97.0,1.0,3.0,53.1226602,23.0837281,268143.0,2.0,1.0,0.0,0,0,1,0,1,3000.0
9132,42.0,1.0,2.0,52.3907291,16.895713,93138.2,16.0,0.0,0.0,0,1,0,0,0,1800.0
9133,38.0,7.0,2.0,50.0129645,21.0228596,101216.0,17.0,1.0,0.0,1,1,0,0,0,1250.0
9135,50.0,1.0,2.0,54.46414799999999,17.0284824,80626.0,18.0,1.0,0.0,0,1,1,0,0,1600.0
9136,94.0,2.0,3.0,51.0785518,17.0531945,115516.8,14.0,1.0,0.0,1,0,1,0,0,7000.0
9137,68.0,1.0,3.0,52.2333751,20.9571835,90327.38888888888,43.0,1.0,0.0,0,1,0,0,0,2500.0
9138,35.0,1.0,2.0,54.1223063,17.9840969,8788.625,19.0,0.0,0.0,0,0,1,0,0,1850.0
9141,44.0,3.0,1.0,52.2302407,20.9993846,90327.38888888888,3.0,0.0,0.0,1,1,0,0,0,3700.0
9142,61.0,3.0,3.0,54.4110465,18.598796,420796.0,6.0,1.0,0.0,1,0,1,0,0,4000.0
9143,80.0,0.0,1.0,54.495315,18.4243982,219142.0,17.0,1.0,0.0,0,0,1,1,1,3000.0
9144,40.0,1.0,1.0,50.0048589,21.9974425,185662.0,6.0,1.0,0.0,1,0,1,0,1,2000.0
9146,82.0,2.0,3.0,51.0476418,17.0053352,12567.666666666666,15.0,1.0,1.0,0,0,1,0,1,4000.0
9147,33.0,3.0,1.0,50.8494459,20.6482726,7433.5,13.0,1.0,0.0,0,0,0,0,0,900.0
9148,31.0,0.0,1.0,51.7670503,19.5571715,120202.8,18.0,0.0,0.0,1,1,1,1,1,1000.0
9149,51.0,2.0,2.0,50.4359468,18.8460247,14730.555555555557,17.0,0.0,0.0,0,1,1,1,0,950.0
9150,31.0,2.0,1.0,53.4837486,18.753565,79063.0,19.0,0.0,0.0,0,1,1,1,1,850.0
9152,40.0,10.0,1.0,50.28089869999999,18.9676608,261379.0,15.0,1.0,0.0,0,1,1,0,0,1200.0
9154,45.0,3.0,2.0,50.0462381,22.009306,185662.0,43.0,1.0,0.0,0,1,1,1,0,1500.0
9155,36.0,3.0,2.0,53.4837486,18.753565,79063.0,19.0,0.0,0.0,0,0,0,1,0,790.0
9156,44.0,3.0,2.0,52.4136838,17.0430894,93138.2,4.0,1.0,0.0,1,0,1,1,0,2500.0
9157,80.0,2.0,3.0,51.2156452,22.581305,314208.0,17.0,1.0,0.0,0,0,0,0,0,2600.0
9158,25.0,0.0,1.0,51.1132425,17.0812736,115516.8,2.0,0.0,0.0,1,1,1,0,0,2800.0
9159,40.0,4.0,2.0,50.0918575,19.987921,141070.0,6.0,1.0,0.0,1,0,1,0,0,2300.0
9160,84.88,0.0,4.0,49.9944524,19.9001104,141070.0,15.0,0.0,0.0,0,0,1,1,0,3950.0
9161,40.0,2.0,2.0,52.6094646,19.0217449,98487.0,4.0,1.0,0.0,1,0,1,0,1,1500.0
9162,60.0,0.0,2.0,51.1389665,17.0492602,115516.8,14.0,0.0,0.0,0,1,0,0,0,4000.0
9163,83.6,2.0,4.0,51.0927594,17.0458378,115516.8,13.0,1.0,0.0,0,0,0,0,0,3500.0
9164,93.0,5.0,3.0,50.0441617,19.9376191,141070.0,13.0,1.0,1.0,1,0,1,1,0,7000.0
9165,32.0,2.0,1.0,53.4837486,18.753565,79063.0,19.0,0.0,0.0,0,1,1,1,1,850.0
9166,35.58,1.0,2.0,51.8419861,16.5937545,58121.0,2.0,0.0,0.0,0,1,0,0,0,2000.0
9167,44.8,0.0,2.0,51.2780882,15.7143,12049.714285714286,14.0,0.0,0.0,0,0,1,0,0,600.0
9168,26.0,0.0,1.0,50.807863,16.2777641,5119.9,15.0,0.0,0.0,0,1,1,0,0,1200.0
9169,46.0,7.0,2.0,54.5936734,18.366187,20636.5,16.0,1.0,0.0,1,0,1,0,0,2500.0
9171,31.06,2.0,1.0,53.3932827,14.4832796,347786.0,2.0,1.0,0.0,1,1,0,1,0,1750.0
9172,43.0,5.0,2.0,52.224096,20.9705071,90327.38888888888,4.0,0.0,0.0,1,1,1,0,0,3200.0
9173,85.0,2.0,3.0,52.1697217,21.0737513,90327.38888888888,19.0,1.0,0.0,0,0,1,0,0,3300.0
9174,49.87,2.0,2.0,51.8419861,16.5937545,58121.0,15.0,0.0,1.0,1,1,1,1,0,1500.0
9176,53.0,2.0,2.0,50.2080466,19.1660513,67824.0,16.0,0.0,0.0,0,1,0,1,0,1500.0
9177,55.0,1.0,2.0,50.2997245,18.9130417,43504.0,16.0,1.0,0.0,1,1,1,0,0,1700.0
9178,46.5,5.0,2.0,51.3582233,19.391363,12168.888888888889,18.0,1.0,0.0,1,1,1,0,0,2500.0
9180,43.0,2.0,2.0,50.0774262,19.9257844,141070.0,2.0,1.0,0.0,1,0,1,0,0,3350.0
9181,109.0,0.0,4.0,53.4438433,14.5055732,347786.0,11.0,0.0,0.0,0,0,0,0,1,4000.0
9182,40.0,3.0,2.0,50.0956365,19.8892149,141070.0,16.0,1.0,1.0,0,0,1,0,0,2500.0
9183,50.0,10.0,1.0,52.2322355,20.9873257,90327.38888888888,23.0,0.0,0.0,1,1,0,0,0,2700.0
9184,110.03,5.0,4.0,52.2477331,21.0136079,90327.38888888888,48.0,0.0,0.0,1,1,0,0,1,5500.0
9185,49.9,2.0,3.0,54.46414799999999,17.0284824,80626.0,3.0,0.0,1.0,0,0,0,0,0,2900.0
9186,34.0,0.0,1.0,52.2521221,21.0654815,90327.38888888888,20.0,0.0,0.0,0,1,1,1,1,3000.0
9187,60.0,2.0,3.0,52.2520881,21.0078564,90327.38888888888,70.0,0.0,0.0,0,1,1,1,1,4000.0
9188,21.0,5.0,1.0,51.1140653,17.0055921,115516.8,3.0,1.0,1.0,1,0,1,0,0,2100.0
9189,40.0,1.0,2.0,51.2542171,22.5622267,314208.0,18.0,1.0,0.0,1,1,1,0,0,2100.0
9190,120.0,4.0,3.0,52.4122,16.8914249,93138.2,15.0,0.0,0.0,0,1,1,0,1,7800.0
9191,140.0,2.0,3.0,53.12348040000001,18.0084378,301909.0,15.0,0.0,0.0,0,1,0,1,0,3000.0
9193,68.0,1.0,3.0,50.608338,16.7833498,5093.083333333333,14.0,0.0,0.0,0,1,0,1,0,1100.0
9194,46.0,3.0,2.0,51.2464536,22.5684463,314208.0,18.0,1.0,0.0,0,1,1,1,0,2500.0
9195,67.0,2.0,3.0,50.6683223,17.9230651,116309.0,14.0,0.0,1.0,0,0,1,0,0,2800.0
9196,28.0,2.0,1.0,50.7762592,16.0347667,8136.2,15.0,0.0,0.0,0,1,1,0,0,999.0
9197,80.0,2.0,3.0,50.7852076,16.0237177,8136.2,14.0,0.0,0.0,0,1,1,0,0,999.0
9199,48.0,1.0,2.0,50.7852076,16.0237177,8136.2,14.0,0.0,0.0,0,1,1,0,0,999.0
9200,50.0,2.0,2.0,50.7852076,16.0237177,8136.2,14.0,0.0,0.0,0,1,1,0,0,999.0
9201,130.0,1.0,5.0,50.7852076,16.0237177,8136.2,13.0,0.0,0.0,0,1,1,0,0,999.0
9202,82.41,0.0,3.0,51.7628984,19.4504732,120202.8,6.0,0.0,1.0,0,0,0,0,0,7900.0
9203,31.0,4.0,1.0,52.3857718,16.8602864,93138.2,42.0,0.0,0.0,1,1,0,0,0,1550.0
9204,50.0,1.0,2.0,50.0516417,21.4116964,13300.2,2.0,1.0,0.0,1,1,1,0,0,1550.0
9205,38.1,1.0,2.0,52.194157,21.0346955,90327.38888888888,55.0,0.0,0.0,0,1,0,0,0,2000.0
9206,28.0,2.0,1.0,50.7762592,16.0347667,8136.2,15.0,0.0,0.0,0,1,1,0,0,999.0
9207,50.0,1.0,1.0,52.5928523,21.458395,10428.857142857143,3.0,0.0,0.0,0,1,1,0,1,2000.0
9208,45.0,2.0,2.0,53.4837486,18.753565,79063.0,19.0,0.0,0.0,0,1,1,1,1,600.0
9210,45.0,4.0,2.0,50.3621423,18.7634515,148281.0,15.0,1.0,0.0,0,1,1,1,1,3000.0
9211,63.0,3.0,4.0,52.3401249,20.9524981,90327.38888888888,2.0,0.0,0.0,1,0,1,0,0,4500.0
9212,60.0,2.0,2.0,53.4305562,14.5506647,347786.0,73.0,1.0,0.0,0,1,0,1,1,3100.0
9213,40.0,2.0,1.0,52.613125,19.5185109,6011.5,20.0,1.0,0.0,0,0,0,0,0,2000.0
9214,56.54,1.0,2.0,52.2515754,21.0388974,90327.38888888888,20.0,1.0,0.0,0,1,0,0,0,1978.9
9215,80.0,2.0,3.0,52.2296756,21.0122287,90327.38888888888,13.0,0.0,0.0,1,0,1,0,0,6000.0
9216,44.0,3.0,2.0,53.4330206,14.5483543,347786.0,6.0,0.0,0.0,1,1,0,0,0,2800.0
9217,36.1,1.0,2.0,53.4837486,18.753565,79063.0,2.0,0.0,1.0,0,1,1,1,0,1550.0
9218,27.0,1.0,1.0,50.8681471,20.6532334,7433.5,19.0,0.0,0.0,0,1,1,0,1,1200.0
