,Powierzchnia,Czynsz,Liczba pokoi,Kaucja,Piętro,Rodzaj zabudowy,Dostępne od,balkon,ogród,taras,Obsługa zdalna,Stan wykończenia,Typ ogłoszeniodawcy,Wynajmę również studentom,Wyposażenie,Media,Ogrzewanie,Zabezpieczenia,Okna,Winda,Miejsce parkingowe,Rok budowy,Materiał budynku,Informacje dodatkowe,is_adverb,link,localisation,price,room_count,space_sm,representative,lat,lng,powiat,Ludnosc
3749,55.0,580.0,2.0,2500.0,0.0,blok,,1,0,0,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",telewizja kablowa,miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, rolety antywłamaniowe",plastikowe,nie,,2006.0,cegła,oddzielna kuchnia,False,/pl/oferta/2-pok-mieszkanie-55m2-wyposazoneplaszow-ul-stoszki-ID4gWfK,"Kraków, Podgórze, Płaszów, ul. ks. Ignacego Stoszki",2500.0,2.0,55.0,Oferta prywatna,50.0416246,19.9868948,Kraków,141070.0
3750,73.72,1090.0,3.0,4000.0,3.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",kotłownia,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",drewniane,tak,garaż/miejsce parkingowe,2010.0,cegła,"tylko dla niepalących, oddzielna kuchnia",False,/pl/oferta/mieszkanie-3-pokojowe-warszawa-wola-ID4gWft,"Warszawa, Wola, Człuchowska 2a",3800.0,3.0,73.72,Oferta prywatna,52.23061260000001,20.9288188,Warszawa,90327.38888888889
3751,30.0,450.0,2.0,2600.0,6.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, telewizor, pralka","telewizja kablowa, internet",miejskie,"domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2019.0,Materiał_budynku_inne,tylko dla niepalących,False,/pl/oferta/letnica-mieszkanie-2-pokoje-30m2-ID4gWfV,"Gdańsk, Letnica, ul. Starowiejska",2600.0,2.0,30.0,Oferta prywatna,54.3946252,18.6469395,Gdańsk,420796.0
3752,65.0,600.0,3.0,7000.0,2.0,blok,,1,0,0,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2007.0,cegła,oddzielna kuchnia,False,/pl/oferta/wynajem-3-pokoje-garaz-ul-glebocka-spacer-3d-65m2-ID4bWrb,"Warszawa, Białołęka, Brzeziny, ul. Głębocka",3500.0,3.0,65.0,Oferta prywatna,52.3102751,21.0620732,Warszawa,90327.38888888889
3753,35.0,120.0,2.0,3200.0,6.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,"domofon / wideofon, rolety antywłamaniowe",plastikowe,tak,garaż/miejsce parkingowe,2020.0,Materiał_budynku_inne,piwnica,False,/pl/oferta/wynajme-nowe-mieszkanie-2-pokojowe-ID4gT8k,"Kalisz, Korczak",1600.0,2.0,35.0,Oferta prywatna,51.7584435,18.0549374,Kalisz,91022.0
3755,81.83,900.0,3.0,14000.0,6.0,apartamentowiec,,1,0,1,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet, telefon",,"system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2020.0,Materiał_budynku_inne,,False,/pl/oferta/luksusowy-penthouse-z-jacuzzi-i-widokiem-na-zatoke-ID49sh0,"Gdynia, Śródmieście, ul. Stefana Żeromskiego",14000.0,3.0,81.83,Oferta prywatna,54.5219289,18.5448584,Gdynia,219142.0
3757,38.0,500.0,2.0,2000.0,3.0,blok,,1,0,0,,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,domofon / wideofon,plastikowe,nie,,1965.0,cegła,"piwnica, tylko dla niepalących, oddzielna kuchnia",False,/pl/oferta/do-wynajecia-umeblowane-mieszkanie-2-pokojowe-ID4gDQ0,"ul. Adama Mickiewicza, Elbląg, warmińsko-mazurskie",1500.0,2.0,38.0,Oferta prywatna,54.1562161,19.4169904,Elbląg,107129.0
3759,42.0,400.0,2.0,5000.0,1.0,blok,,1,0,0,tak,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,"teren zamknięty, domofon / wideofon",plastikowe,nie,garaż/miejsce parkingowe,2021.0,cegła,tylko dla niepalących,False,/pl/oferta/rezerwacja-do-wieczora-niepolomicka-piekne-nowe-ID4gWwG,"Gdańsk, Ujeścisko-Łostowice, Niepołomicka 42, Flora By Hanza",2500.0,2.0,42.0,Oferta prywatna,54.30743469999999,18.6000788,Gdańsk,420796.0
3760,42.0,790.0,2.0,2000.0,1.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,,plastikowe,tak,,1969.0,wielka płyta,oddzielna kuchnia,False,/pl/oferta/mieszkanie-2-pokoje-42-m2-krzyki-ul-sliczna-ID4gWwr,"Wrocław, Krzyki, Huby, Śliczna",2000.0,2.0,42.0,Biuro nieruchomości,51.0845805,17.0405647,Wrocław,115516.8
3762,24.5,430.0,1.0,2500.0,2.0,blok,,0,0,0,,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,1964.0,cegła,"piwnica, tylko dla niepalących, pom. użytkowe",False,/pl/oferta/kawalerka-doskonala-lokalizacja-wysoki-standard-ID4gBvT,"Warszawa, Praga-Północ, ul. Jagiellońska",2200.0,1.0,24.5,Oferta prywatna,52.2689367,21.0192611,Warszawa,90327.38888888889
3763,53.0,-1.0,2.0,2800.0,2.0,Rodzaj_zabudowy_inne,,1,0,0,,,biuro nieruchomości ,,"zmywarka, meble","telewizja kablowa, internet",miejskie,,drewniane,tak,,2012.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/nowe-budownictwo-dwa-pokoje-na-warszawskiej-woli-ID4gWvw,"Warszawa, Wola, Gizów",2800.0,2.0,53.0,Biuro nieruchomości,52.2254706,20.9440024,Warszawa,90327.38888888889
3764,46.0,500.0,2.0,-1.0,8.0,apartamentowiec,,1,0,0,,,biuro nieruchomości ,,meble,"telewizja kablowa, internet, telefon",miejskie,monitoring / ochrona,,tak,garaż/miejsce parkingowe,2022.0,Materiał_budynku_inne,,False,/pl/oferta/mieszkanie-2-pok-nowe-klimatyzacja-walonska-ID4gOWc,"Wrocław, Krzyki, Południe, Walońska",4300.0,2.0,46.0,Biuro nieruchomości,51.1046791,17.0507465,Wrocław,115516.8
3765,34.0,500.0,1.0,1600.0,5.0,apartamentowiec,2022-03-31,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet, telefon",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,,2015.0,Materiał_budynku_inne,,False,/pl/oferta/apartament-typu-studio-34m2-centrum-rzeszowa-ID3xnib,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto",1600.0,1.0,34.0,Oferta prywatna,50.0288275,22.0099923,Rzeszów,185662.0
3766,40.0,-1.0,2.0,-1.0,1.0,blok,,1,0,0,,,biuro nieruchomości ,,,,miejskie,domofon / wideofon,plastikowe,nie,garaż/miejsce parkingowe,2010.0,Materiał_budynku_inne,piwnica,False,/pl/oferta/mieszkanie-z-miejscem-parkingowym-nowe-budownictwo-ID4gR5O,"Gorzów Wielkopolski, Osiedle Staszica",1700.0,2.0,40.0,Biuro nieruchomości,52.7386014,15.2183164,Gorzów wielkopolski,109780.0
3767,75.0,750.0,3.0,4500.0,3.0,apartamentowiec,,1,0,0,tak,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",drewniane,tak,garaż/miejsce parkingowe,2021.0,inne,"tylko dla niepalących, pom. użytkowe",False,/pl/oferta/swiezo-wykonczone-3-pok-2-garderoby-moduo-garden-ID4gWux,"Warszawa, Mokotów, ul. Postępu",4500.0,3.0,75.0,Biuro nieruchomości,52.1779945,20.9963454,Warszawa,90327.38888888889
3768,48.25,500.0,3.0,4000.0,2.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,tak,meble,"telewizja kablowa, internet",miejskie,monitoring / ochrona,plastikowe,tak,garaż/miejsce parkingowe,2019.0,silikat,pom. użytkowe,False,/pl/oferta/na-grobli3-pokojebalkonkomorka-ID4gWwn,"Wrocław, Krzyki, Na Grobli",3500.0,3.0,48.25,Biuro nieruchomości,51.0998664,17.0740111,Wrocław,115516.8
3769,49.0,425.0,2.0,3500.0,4.0,apartamentowiec,,0,0,0,,do zamieszkania,prywatny,,,,miejskie,,drewniane,nie,,2016.0,cegła,,False,/pl/oferta/apartament-49-m2-garaz-mokotow-ID4gWw3,"Warszawa, Mokotów, Służewiec, Wynalazek 2",3175.0,2.0,49.0,Oferta prywatna,52.1769065,20.9937557,Warszawa,90327.38888888889
3770,36.0,500.0,1.0,-1.0,0.0,apartamentowiec,2021-06-01,0,0,1,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2018.0,Materiał_budynku_inne,,False,/pl/oferta/nowy-apartament-angel-wings-w-centrum-wroclawia-ID4gDQK,"Wrocław, Krzyki, Południe",2700.0,1.0,36.0,Biuro nieruchomości,51.0914689,17.0431757,Wrocław,115516.8
3771,61.0,750.0,3.0,-1.0,6.0,apartamentowiec,2022-07-01,1,0,1,,,biuro nieruchomości ,,meble,"telewizja kablowa, internet, telefon",miejskie,monitoring / ochrona,,tak,garaż/miejsce parkingowe,2019.0,Materiał_budynku_inne,,False,/pl/oferta/mieszkanie-3-pok-parking-winda-polaka-ID46sax,"Wrocław, Śródmieście, Benedykta Polaka",4400.0,3.0,61.0,Biuro nieruchomości,51.1113941,17.0550934,Wrocław,115516.8
3772,63.0,1200.0,2.0,2800.0,1.0,blok,,1,0,0,,,biuro nieruchomości ,,"lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",gazowe,domofon / wideofon,plastikowe,nie,garaż/miejsce parkingowe,2011.0,Materiał_budynku_inne,"piwnica, oddzielna kuchnia",False,/pl/oferta/3-pokoje-nowe-budownictwo-kowale-ul-perseusza-ID4gWw1,"Gdańsk, Kowale, ul. Perseusza",2800.0,2.0,63.0,Biuro nieruchomości,54.3101081,18.5656835,Gdański,14235.625
3773,62.0,590.0,3.0,3000.0,2.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,domofon / wideofon,plastikowe,nie,,1980.0,Materiał_budynku_inne,"piwnica, oddzielna kuchnia",False,/pl/oferta/mieszkanie-na-wynajem-ID4gWu5,"Bytom, Stroszek, ul. ks. Prymasa Augusta Hlonda",1450.0,3.0,62.0,Biuro nieruchomości,50.3959957,18.8846057,Bytom,137345.0
3775,60.0,850.0,3.0,3850.0,3.0,blok,,0,0,1,tak,do zamieszkania,biuro nieruchomości ,tak,"lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,,plastikowe,nie,,1991.0,cegła,oddzielna kuchnia,False,/pl/oferta/niezalezne-3-pokoje-niedaleko-metra-wilanowska-ID4gWu4,"Warszawa, Mokotów, ul. Arbuzowa",3000.0,3.0,60.0,Biuro nieruchomości,52.1694852,21.0538624,Warszawa,90327.38888888889
3776,38.0,-1.0,1.0,-1.0,1.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,,"telewizja kablowa, internet",miejskie,"domofon / wideofon, monitoring / ochrona",plastikowe,nie,,1990.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/1-pokoj-z-oddzielna-kuchnia-ul-sapiezynska-8-ID4gWtR,"Warszawa, Śródmieście, Nowe Miasto, Sapieżyńska",2800.0,1.0,38.0,Biuro nieruchomości,52.253304,21.0023179,Warszawa,90327.38888888889
3779,30.0,370.0,2.0,2100.0,5.0,blok,,0,0,0,tak,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,,1980.0,beton,tylko dla niepalących,False,/pl/oferta/wynajme-mieszkanie-ID47Iaz,"Szczecin, Śródmieście, ul. Wielkopolska",2100.0,2.0,30.0,Oferta prywatna,53.4363432,14.5472208,Szczecin,347786.0
3783,57.0,-1.0,3.0,4000.0,2.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,,,miejskie,,,tak,,1960.0,wielka płyta,oddzielna kuchnia,False,/pl/oferta/mieszkanie-na-osiedlu-tysiaclecia-w-katowicach-ID4gWsz,"Katowice, Osiedle Tysiąclecia",2530.0,3.0,57.0,Biuro nieruchomości,50.28089869999999,18.9676608,Katowice,261379.0
3784,62.0,590.0,3.0,2300.0,3.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,tak,"lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,domofon / wideofon,plastikowe,nie,,1990.0,wielka płyta,oddzielna kuchnia,False,/pl/oferta/tomaszow-maz-ul-graniczna-3-pok-od-juz-ID4gWsZ,"Tomaszów Mazowiecki, Karpaty, Graniczna 48/50",1700.0,3.0,62.0,Biuro nieruchomości,51.524453,20.0067879,Tomaszowski,6620.517241379311
3786,38.92,-1.0,2.0,2900.0,3.0,blok,,0,0,1,,do zamieszkania,biuro nieruchomości ,,,"telewizja kablowa, internet",miejskie,,,tak,,2020.0,wielka płyta,,False,/pl/oferta/mieszkanie-w-prestizowej-lokalizacji-ID4gWsr,"Katowice, Osiedle Tysiąclecia, Chorzowska",2400.0,2.0,38.92,Biuro nieruchomości,50.2805687,18.9785917,Katowice,261379.0
3789,50.0,-1.0,2.0,6000.0,5.0,apartamentowiec,2022-06-01,1,0,0,tak,do zamieszkania,biuro nieruchomości ,tak,"zmywarka, lodówka, meble, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2009.0,Materiał_budynku_inne,,False,/pl/oferta/2-pok-w-platinum-towers-50-mkw-od-zaraz-ID4gWtf,"Warszawa, Śródmieście",6000.0,2.0,50.0,Biuro nieruchomości,52.2296756,21.0122287,Warszawa,90327.38888888889
3790,42.0,400.0,2.0,2500.0,1.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,kotłownia,"teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,nie,,1999.0,cegła,tylko dla niepalących,False,/pl/oferta/mieszkanie-poznan-winogrady-ul-piatkowska-87d-ID4gMJq,"Poznań, Jeżyce, Winiary, ul. Piątkowska",2500.0,2.0,42.0,Oferta prywatna,52.4321162,16.9143275,Poznań,93138.2
3791,59.0,-1.0,2.0,-1.0,1.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,domofon / wideofon,plastikowe,tak,,1978.0,Materiał_budynku_inne,,False,/pl/oferta/2-pokoje-kuchnia-z-jadalnia-59m2-ul-broniewskiego-ID4gWnC,"Wrocław, Psie Pole, Władysława Broniewskiego",3000.0,2.0,59.0,Biuro nieruchomości,51.1358138,17.0347126,Wrocław,115516.8
3792,35.0,500.0,2.0,3400.0,5.0,blok,,1,0,0,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",plastikowe,tak,,2021.0,silikat,,False,/pl/oferta/nowe-atrakcyjne-dwupokojowe-mieszkanie-ursus-ID4gWnh,"Warszawa, Ursus, ul. Posag 7 Panien 5",2900.0,2.0,35.0,Oferta prywatna,52.205363,20.884116,Warszawa,90327.38888888889
3793,58.0,505.0,3.0,2850.0,4.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",internet,miejskie,"domofon / wideofon, monitoring / ochrona",plastikowe,tak,,2012.0,cegła,tylko dla niepalących,False,/pl/oferta/3-pokoje-58m2-ruczaj-od-01-07-wlasciciel-eng-ID3JPqQ,"Kraków, Dębniki, Ruczaj, Obozowa 118",2850.0,3.0,58.0,Oferta prywatna,50.02023149999999,19.9170484,Kraków,141070.0
3794,51.29,443.84,2.0,-1.0,2.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,,plastikowe,tak,,2011.0,Materiał_budynku_inne,,False,/pl/oferta/duza-kawalerka-2-pokoje-51-29m2-ID4gPbt,"Szczecin, Śródmieście",2200.0,2.0,51.29,Biuro nieruchomości,53.420071,14.5859245,Szczecin,347786.0
3795,110.0,-1.0,3.0,-1.0,7.0,apartamentowiec,,0,0,1,,do zamieszkania,biuro nieruchomości ,,meble,internet,miejskie,"domofon / wideofon, monitoring / ochrona",drewniane,tak,garaż/miejsce parkingowe,2009.0,Materiał_budynku_inne,dwupoziomowe,False,/pl/oferta/penthouse-z-wlasnym-ogrodem-i-widokiem-na-palac-ID4gPNw,"Warszawa, Śródmieście",17000.0,3.0,110.0,Biuro nieruchomości,52.2296756,21.0122287,Warszawa,90327.38888888889
3797,18.0,400.0,1.0,1700.0,2.0,blok,,1,0,0,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor",,miejskie,domofon / wideofon,plastikowe,tak,,2018.0,pustak,,False,/pl/oferta/luksusowy-apartament-z-klimatyzacja-ID46Qq0,"Wrocław, Krzyki, Rakowiec",1700.0,1.0,18.0,Oferta prywatna,51.09709119999999,17.0684379,Wrocław,115516.8
3799,29.0,250.0,1.0,3500.0,3.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet, telefon",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",plastikowe,tak,garaż/miejsce parkingowe,2021.0,pustak,,False,/pl/oferta/mikolow-ul-storczykow-nowa-kawalerka-garaz-ID4eVyM,"Mikołów, Centrum",1550.0,1.0,29.0,Oferta prywatna,50.168626,18.9052587,Mikołowski,18900.4
3800,82.0,850.0,3.0,7000.0,0.0,apartamentowiec,,0,0,1,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,domofon / wideofon,drewniane,nie,garaż/miejsce parkingowe,2014.0,inne,,False,/pl/oferta/miasteczko-wilanow-hlonda-82m2-z-ogrodkiem-ID4gWn0,"Warszawa, Wilanów, ul. Prymasa Augusta Hlonda",6000.0,3.0,82.0,Oferta prywatna,52.158023,21.066357,Warszawa,90327.38888888889
3802,94.0,1150.0,3.0,6000.0,7.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2012.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/apartament-3-pok-ochota-94-m2-wysoki-standard-ID4gWio,"Warszawa, Ochota, Stara Ochota, ul. Bitwy Warszawskiej 1920 r.",5000.0,3.0,94.0,Oferta prywatna,52.2137908,20.9687351,Warszawa,90327.38888888889
3805,31.0,-1.0,1.0,-1.0,0.0,Rodzaj_zabudowy_inne,,1,0,0,,,biuro nieruchomości ,,meble,,,,,nie,,1998.0,żelbet,piwnica,False,/pl/oferta/mokotow-ladne-31-m2-widna-kuchnia-balkon-ID4gWns,"Warszawa, Mokotów, Dolny Mokotów, Bartoszka, Kawalerka, zielone otoczenie",2000.0,1.0,31.0,Biuro nieruchomości,52.195035,21.0521483,Warszawa,90327.38888888889
3806,38.0,-1.0,2.0,3000.0,2.0,blok,2022-06-05,0,0,1,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,,2022.0,żelbet,"piwnica, tylko dla niepalących",False,/pl/oferta/nowoczesne-dwu-pokojowe-w-stylu-skandynawskim-ID3GPIA,"Poznań, Grunwald, ul. Jeleniogórska",2100.0,2.0,38.0,Oferta prywatna,52.3926255,16.8461367,Poznań,93138.2
3807,40.0,360.0,2.0,-1.0,1.0,blok,2022-06-05,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,monitoring / ochrona,,tak,,2022.0,Materiał_budynku_inne,,False,/pl/oferta/nowe-2-pok-szpakowa-podgorze-duchackie-ID4gWmS,"Kraków, Podgórze Duchackie, Szpakowa",2700.0,2.0,40.0,Biuro nieruchomości,50.012524,19.9792393,Kraków,141070.0
3808,21.0,-1.0,1.0,-1.0,2.0,Rodzaj_zabudowy_inne,,0,0,0,,,biuro nieruchomości ,,,,,,,nie,,2021.0,Materiał_budynku_inne,,False,/pl/oferta/kawalerka-od-zaraz-ID4gWmg,"Bydgoszcz, Śródmieście, Tadeusza Kościuszki",1300.0,1.0,21.0,Biuro nieruchomości,53.1349519,18.0102465,Bydgoszcz,301909.0
3809,80.0,-1.0,3.0,-1.0,5.0,apartamentowiec,2022-06-01,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,"telewizja kablowa, internet, telefon",miejskie,"system alarmowy, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2015.0,wielka płyta,pom. użytkowe,False,/pl/oferta/ul-rakowicka-staremiasto-3pok-garaz-w-cenie-5500zl-ID4gWmb,"Kraków, Stare Miasto, Rakowicka",5500.0,3.0,80.0,Biuro nieruchomości,50.0711876,19.9547812,Kraków,141070.0
3811,38.0,380.0,2.0,2800.0,3.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,garaż/miejsce parkingowe,2020.0,cegła,,False,/pl/oferta/komfortowe-2-pokojowe-mieszkanie-os-piltza-ID4a5gV,"Kraków, Podgórze, ul. dr. Jana Piltza 40 a",2800.0,2.0,38.0,Oferta prywatna,50.0125439,19.8922255,Kraków,141070.0
3812,48.0,-1.0,2.0,4000.0,2.0,dom wolnostojący,,0,0,0,,do zamieszkania,biuro nieruchomości ,,,,,,,nie,,1960.0,cegła,piwnica,False,/pl/oferta/komfort-i-niskie-koszty-ID4gRYP,"Wodzisław Śląski, śląskie",2000.0,2.0,48.0,Biuro nieruchomości,50.003137,18.4719102,Jędrzejowski,6416.461538461538
3813,49.14,477.0,2.0,3000.0,4.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",plastikowe,tak,garaż/miejsce parkingowe,2020.0,silikat,,False,/pl/oferta/mieszkanie-na-wynajem-49-m-ul-kamienna-ostrow-ID4gWlC,"ul. Kamienna, Ostrów Wielkopolski, wielkopolskie",1700.0,2.0,49.14,Oferta prywatna,51.6246345,17.826487,Ostrowski,9875.217391304348
3815,57.0,550.0,3.0,4000.0,6.0,blok,2022-07-01,1,0,0,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,domofon / wideofon,plastikowe,tak,,1976.0,wielka płyta,"tylko dla niepalących, oddzielna kuchnia",False,/pl/oferta/57m2-3-oddzielne-pokoje-mokotow-metro-ID41Yfk,"Warszawa, Mokotów, Górny Mokotów, ul. Blacharska",3900.0,3.0,57.0,Oferta prywatna,52.1752199,21.0166327,Warszawa,90327.38888888889
3816,33.0,575.0,1.0,1700.0,5.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",internet,miejskie,"teren zamknięty, domofon / wideofon",plastikowe,tak,,2010.0,silikat,oddzielna kuchnia,False,/pl/oferta/kawalerka-poznan-ID474BP,"Poznań, Wilda, ul. Saperska",1700.0,1.0,33.0,Oferta prywatna,52.3799398,16.9185269,Poznań,93138.2
3818,55.0,400.0,3.0,-1.0,4.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,monitoring / ochrona,,tak,garaż/miejsce parkingowe,2019.0,Materiał_budynku_inne,,False,/pl/oferta/3-pokojowe-mieszkanie-krakow-ID4gWm9,"Kraków, Dębniki, Zachodnia",3500.0,3.0,55.0,Biuro nieruchomości,50.0242823,19.9076341,Kraków,141070.0
